27	1	0	0	0	[무역] 긴급한 배달 임무	[Comercio - Principiante 1] Misión de Entrega Urgente	None	
27	1	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Entregar la Olla de Medicina Casera a Lara en Heidel. Entregar la Semilla del Espíritu del Árbol a Lebyos en Heidel. Entregar la Olla de Sal de Iliya a David Finto en Velia.	None	
27	1	0	0	2	하이델의 라라에게 가정용 약탕기 배달;하이델의 러비오스에게 나무 정령의 씨앗 배달;벨리아의 다비드 핀토에게 일리야산 소금 항아리 배달;	Entregar la Olla de Medicina Casera a Lara en Heidel; Entregar la Semilla del Espíritu del Árbol a Lebyos en Heidel; Entregar la Olla de Sal de Iliya a David Finto en Velia;	None	
27	2	0	0	0	[무역] 긴급한 배달 임무	[Comercio - Principiante 1] Misión de Entrega Urgente	None	
27	2	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Entregar el Papalote de Deseo a Rubin en Calpheon. Entregar el Barro Seco de Freharau a Kaia Feresio en Calpheon. Entregar la Gorra Tradicional de Shais a Izella en Florin.	None	
27	2	0	0	2	칼페온의 루빈에게 소망 방패연 배달;칼페온의 카이아 페레시오에게 프레하라우의 마른 진흙 배달;플로린의 이젤라에게 샤이족 전통모자 배달;	Entregar el Papalote de Deseo a Rubin en Calpheon;Entregar el Barro Seco de Freharau a Kaia Feresio en Calpheon;Entregar la Gorra Tradicional de Shais a Izella en Florin;	None	
27	3	0	0	0	[무역] 긴급한 배달 임무	[Comercio - Hábil 8] Misión de Entrega Urgente	None	
27	3	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Entregar la Aventura Extraña de Bartali a Balker Batian en Calpheon. Entregar el Huevo de Fogan Fresco a Melissa Brady en Heidel. Entregar el Libro sobre las técnicas de combate de los Caballeros de Heidel a Lilvanos en Keplan.	None	
27	3	0	0	2	칼페온의 볼커 바시안에게 바탈리의 기묘한 모험 배달;하이델의 멜리사 브레디에게 신선한 포건 알 배달;케플란의 릴바노스에게 하이델 기사 무술 교본 배달;	Entregar la Aventura Extraña de Bartali a Balker Batian en Calpheon;Entregar el Huevo de Fogan Fresco a Melissa Brady en Heidel;Entregar el Libro sobre las técnicas de combate de los Caballeros de Heidel a Lilvanos en Keplan;	None	
27	4	0	0	0	[무역] 긴급한 배달 임무	[Comercio - Aprendiz 2] Misión de Entrega Urgente	None	
27	4	0	0	1	의문의 주민으로부터 우리 길드에 긴급한 배달 임무가 들어왔다.	Entregar la Mermelada de Uva de Olvia a Amerigo en Heidel. Entregar el Excremento de Ogro a Lilvanos en Keplan. Entregar el Vino de Velia a Fredelles Herba en Calpheon.	None	
